author,text,label
@d9n121,ambil hikmahnya bang david dari review hp inijadi kepada yang awam ketika melihat ini tidak tertipu dan tidak asal beli ya minimal beli hp tuh yang pasti aja juta lebih dikit udah dapet samsung yang entrinya lebih puas jlas hpnya,positive
@golanreza,nah ini penting nih main game sekarang demi procie awet harus di pakein cooler dari pada ambrol,positive
@deepspace720,makasih reviewnya kak kak cobain pas hujan dong dapat speednya berapa,positive
@codeszsoft,ini mah android cuman dengan custom rom saya jg pernah bikin kek gitu custom rom xiaomi buat manipulasi ramnya biar keliatan gede di settings sama processornya jadi ram gb processor ryzen v,neutral
@fengkisalehtomayahu8286,saya beli realmec pas liat review disini katanya hpnya tahan air dan tahan dilindas kendaraan eh ternyata terbukti kemaren jatuh hpnya trus kelindas fortuner sumpah layarnya gak retak sama sekali cuman pas layar mati aja ada bercak putih selebihnya pas layar nyala gak kelihatan bercak putihnya cuman emang hp pas kelindas agak bengkok dikit even layarnya aman aja bulan lalu beli ip juga liat review disini terbaik dah,positive
@anggamzrbest,dan banyak oknum yang melakukan live stream jual hp kyk gini ramnya gb katanya wkakaka miris sih banyak yang awam dan banyak yang asal beli,negative
@ARG150,saia juga darilama penasaran ama hp kek gitu sering banget nemu di shopee,positive
@oinned,apa apa di bully apa apa di bully wlcom to indonesia bosku,negative
@andhikapermana4491,andai huawei ngikut caranya samsung ngeluarin versi yang mm bahkan mm dengan model tipe yang sama bisa menggaet pasar lebih luas untuk yang pergelangan tangannya kecil,neutral
@rahmatkhoirudin2863,akhirnya review juga sudah ku tunggu,negative
@natanaelekosupriyanto3659,akhirnya rasa penasaranku terjawabkan sudah oleh gadgetin,negative
@Straight_Human,terimakasih tim jagat review sebenarnya saya sering liat channel lain bahasa kipas pendingin buat hp tapi rasanya kurang menarik tapi karena yang review jagat review maka saya lebih percaya lagi soalnya channel ini menjadi chanel gadget yang paling saya suka dari sekian bnyk channel di luar sana sukses selalu,positive
@lelyreally8628,suka pas david lempar chargernya rasa ky puas jg gitu,positive
@fusionzs4838,jasa skip,positive
@dennyardiansyah2369,alat yang bakal digunakan ketika ada orang make hp itu buat maen genshin impact,neutral
@herupotter9505,pesulap merah versi gadget ini ayoo bng david cari lg hp murah yang bkin rakyat biar sadar ttg kualitas,negative
@user-yu8vt7fs2m,bang bikin video rakit pc jt bisa main gta v pes,neutral
@madeadisuardana7298,nitizen rbu dpet motherboard aj,neutral
@tamantunishandhiono647,berguna sekali agar orang lebih hati dengan toko online makasih videonya om,positive
@rasmilenial,adalah titik bahagia david seumur hidupnya,positive
@andiakr,terima kasih koh udah menyatukan orang yang beragama dan tidak beragama seperti biasa editor memberi warna apalagi ke jokes nya coki muslim i love china,positive
@sigit.tri.3672,xiaomi hdc is real,positive
@pakhri8083,bang mau nanya charger ori merk lain bisa ngerusak hp g ya bang,negative
@Iam0504,epic momentos,positive
@pawanglosestreak,ciri utama hp hdcselalu tertulis tipe hpnya tanpa merek,neutral
@raingara1926,mungkin pabriknya jual seharga rb buat mainan tp di toko dijual jutaan dikira hp bagus,neutral
@silverground3670,kayaknya ini aja deh keren simple pengen yang ada stand nya tapi nambah k,positive
@tvstebang6568,makasih bang udh buatin review nyakasian org pada kena tipuuu,positive
@AlfinAfa,wooiihhhh patriciaaa,positive
@kuroko22,recovery mode,negative
@raizplayy,itu kaya android di hp ku bang,positive
@nepgear5913,kalo saya yang disuruh ngerakit pc rban gw langsung lari terbiritbirit,negative
@ranhary7218,pas banget untuk yang berada di plosokplosokrekomen banget ini mah,positive
@Dwxalvarez,hp gokil sih ini,positive
@NoVlogIn,makasih bangkontennya mengedukasi sekali sukses trs,positive
@bloo9514,untung skrng udh ada hp itel yang satu jutaan tp spek tidak kaleng kaleng dan barang resmi lgi,positive
@ekoshetia2363,david pusing,negative
@parckohi3298,ini bisa jadi pilihan alternatif buat gw yang tinggal di kota kecil disini internet rumahan cuma ada indihome sama icon itu juga di tempat gw gak tercover sama area pemasangannya jadi di rumah palingan ya pake internet seluler kalo masalah ping yang kurang stabil di game kompetitif sama upload kecil menurut gw gak masalah sih dari dulu memang kepengen sih ada internet rumahan cuma ya para provider tidak mendukung kalo di itung sih mayan banget buat neken pengeluaran internet bulanan di hp kalo itungannya di pake buat keluarga,positive
@radenmahendra6690,moment android dengan ram gb rom deca core g mah buka play store,neutral
@aldialvarowinata,ngeri sih itu kalau pas musim hujan badai kesamber petir soalnya langsung menghadap ke langit,negative
@mfaiq7705,epic moment wkwk bisa jadi bahan meme,neutral
@arow766,semoga dengan ada nya starlink para operator di indonesia bakal menjadi lebih baik,positive
@dipaksa.ikhlas,akhirnya dikupas juga sama bang david so bijaklah dalam belanja online supaya ga kecewa paling ga harus waspdamemang ga semua yang murah itu kw tapi klau beli hp yang kya gitu kan bikin nyesek kaya hp mainan anak gitu,negative
@MultimediaDrive,indihomo dan biskuitnet ketarketar melihat ini,neutral
@andyarifin2609,tau sama tau lah siapa sih yang paling jago klo bikin barang aspal mungkin itu mmg bisnis mereka cuma yang disayangkan koq ada yang tega jual barang sampah beginian di negara kita ga punya hati banget semoga kita semakin pintar dan bijak dlm ber transaksi ga gampang di bodohin dengan iming harga murah  terima kasih  utk team gadgetin udh bikin video review barang beginian,negative
@HANIF-cc4sx,laptop gw yang juta fps nya kalah sama pc rb,negative
@jeffmanoppo7116,bagus juga biar operator yang sdh ada bisa tersaingi dan meningkatkan pelayanan mereka kan selama ini kita sdh tahulah gmn mereka,negative
@ksuryos9192,salfok ngikutin gadgetin dari pot nya masi utuh sampe udh pecah terima kasi reviewnya bang dapid,positive
@LowFeed,gercep langsung nonton,neutral
@legendasport344,terima kasih bang david akhirnya tau bedain yang kw sama yang aslisoalnya yang kw mirip banget sama yang asli jadi susah bedainnya,positive
@aricerdas115,ande saja pemerintah membantu mempermudah memberikan bantuan starlink untuk plosok plosok desa yang ketinggalan tidak ada internet ini adalah trobosan luar biyasa mudah mudahan pemerintah memperhitungkan untuk itu banyak anak anak dan masyarakan belum merasakan internet,negative
@BrynD-yj1zq,meskipun gw dah pake procie fx ram gb dan vga r gw tetep ngasih respek buat yang buat video bukannya apa cuy gak banyak orang bisa rakit pc gaming seharga rb langka salut,positive
@tele80s8,gila cuy udh bisa main pubg lite,positive
@alfin-amv2399,rakitan pc buat laptop bisa nggak soalnya gw nggak punya monitornya,neutral
@nicky9354, terima kasih  bang david kemarin saya hampir mo beli ni hp tp karna blm gajian jadi ya nunggu akhir bulan dan alhamdulillah kok udah ada yang ngereview hp ini sekali lagi terima kasih atas review jujurnya konten yang sangat bermanfaat sekali,positive
@jamaloke,belum ada yang beri contoh di desa terpencil atau pulau terluar atau di hutan rimba atau di atas gunung,neutral
@zainulfikri5920,bang lo kalo pulkam bawa starlink mantep tuh biasanya di kampung atau di desa belom ada internet makanya starlink ini target pasarnya konten kreator di desa desa,neutral
@felixaditya3046,apakah ini pertanda mereka akan segera comeback,neutral
@ArdyKurogane,ngakak,negative
@jokosubandrio337,sudah merasakan manfaatnya untuk daerah pedalaman kalteng lancar jaya dipakai orang lebih,positive
@hagururo5396,ada paman coki dan paman muslim auto nonton,neutral
@gihonsirloy8219,hallo bang salam dari papua kita sudah pake starlink dari tahun lalu dan memang starlink memang bagus dan speed jaringannya juga mumpuni,positive
@qforce6956,yg jelas harga menunjukkan kualitas dengan harga segitu jangan berharap banyak tp baguslah jika bisa di review biar tidak  banyak yang kecewa dengan hp ini,positive
@4ezzyQT,ngakak anying liat harga nya xd,negative
@reyhanribelfa8418,asal mula mending rakit pc,positive
@jojorio3541,suka lihat ketawanya pas hp nyala mirip ketemu harta benda,positive
@hazelnutsweetie3474,wkwk bener banget aku sempet beli charger gituan di shopee dan harganya lumayan lah soalnya udah berekspektasi tinggi tapi ternyata semuanya dijatuhin gitu aja karena pas datang cuma batangan yang dibungkus plastik dan beberapa minggu kemudian hb nya langsung dan batre kembung yang bikin hp nya mati total dan alhasil beli hp baru,negative
@wiwisetiaatmadja2593,anda tanya siapa yang enggak apresiasi internet kencengg mau dijawab langsung apa mau riset dulu nih bang dapit,neutral
@EmiyaSyahriel,harusnya pabriknya bisa ngeporting rom miui ke hp ini sih daripada ribetribet bikin rom android yang fully custom biar tambah meyakinkan aja,positive
@m.arfitroh.r,video ini mengajarkan bahwa teruslah bersyukur dengan apa yang kita punya,positive
@gibran.a.d,saya kira di menit david bakal tau kalo itu masuk recovery mode,neutral
@Jerryyeremia23,durasi kurang lama heyyy,positive
@ArdyKurogane,ngakak,negative
@muhammaddaffadekananda4207,mantap bang gua lebih ngerti,positive
@Requi6655,minus dari konten bang david adalah kadang ngomong bisik kek di menit ini kagak kedengeran minimal kasih sub pas ngomong bisik bang,negative
@elhaqmuammar9743,bawa nyantai ja bang sambil ngopi biar gak kecewa sama yang d review biar viewers pahamlebih bijak ma kebutuhan hp masingmasing,positive
@alifrobhyto20,w ngakak nonton nih video budget rb mau gimana lagi diulang ulang ngomongnya wkwkwk bener bener kesel nih orang,negative
@hendri449,akhirnya gw yang tinggal di kampung bisa jadi youtuber gaming ome,neutral
@MakhlukMeme,hari ke minta david gadgetin buat review realme c hp yang katanya lebih memukau dari galaxy dan anti ngelag selama tahun tapi setelah lihat spesifikasi nya bikin istighfar,negative
@fajaralfian1703,apalah daya liat tmnku bli rog strix cmn maen pb wkwkwk,positive
@fahriboy5346,mantap nih kalo kita gak di kasi tahu kita jadi tahu trimakasi bang david,positive
@dedileader,baru nonton ni bang untuk penjelasan lengkap dan persiapan pkl nantidoain bang supaya lancar aku jadi termotivasi di menit jangan takut untuk memulai,positive
@Nazeer112,terkejutt seperti mc harvest moon v,neutral
@misterawsb7703,dari baterai hp saya yang mah aja itu lebih kecil dari baterai hp saya,neutral
@ariasbanu9354,terimakasih bro david untuk informasi nya yang sangat bermanfaat buat kami yang pengen beli hp android,neutral
@mhmmdandre7983,terimakasih bang david sudah mau speak up sering bikin video gini ya bang saling kasih informasi biar banyak tau dan biar yang lain ga gaptek bgt kasian kan org awam yang taunya pake hp,negative
@howwhatlol,saya suka starlink ini dapat memudahkan saya adik saya bapak saya ibu saya nenek saya paman saya bibi saya kakek saya tetangga saya kepala desa saya kepala camat saya kepala kabupaten saya kepala provinsi saya presiden saya dokter bidan saya kuli rumah saya teman saya musuh saya bapak tiri saya ibu tiri saya dan hewan peliharaan saya,neutral
@QWERTY-po6hz,itu samping lu nama nya siape bang,positive
@sulthanvideography,cuma gtid yang bisa menyatukan cokmus di youtube,neutral
@aris_saw,biar para operator di indonesia meningkatkan kualitasnya,neutral
@zamrudzamrud2150,hp paling parah hdc aja masih ada harga dirinya nih gak ada harga dirinya sama sekali,negative
@Rio_xdd,epic moment,positive
@ambyarrrgaming9096,fyi bang itu setting di device information bisa di edit semau hati dulu gw juga gitu,neutral
@derryfazrin3605,dulu mikir kok internet gak ada yang kayak tv ya tinggal pasang antena terus nyambung kenapa harus pake kabel atau menara provider tp ternyata mang elon dah menjawab itu duluan dengan inovasinya,negative
@suryawijaya9816,ram gb artinya adalah menjadi gb ram murninya,neutral
@mhmmds9854,first use charge for hours,negative
@RFW26,ini video review paling lucu sih yang saya pernah tonton di gadgetin,positive
@nanangbhramantya5228,perkembangan smartwatch gak terlalu signifikan yasalah satu alasan masih bertahan sama honor magic watch hampir th krn upgrade pun dirasa tidak ada perubahan berarti,positive
@GratisanBosku,perusahaan tempat saya bekerja sudh mulai masuk product starlink ini distributor starlink di ptvst ecs indojaya tepatnya di ruko mangga square,neutral
@ItsKindafunny95,kombinasi yang sangat mematikan asburix psu kembang api,positive
@kawanmancingofficial3651,jaman dulu ada chipset dari mediatek yang deca core core namanya mediatek helio x tapi ini gila sih,negative
@ferdialfian_3375,akhirnya bang david riview hp abal kek gini wkwkk,neutral
@jimmyfredik3246,mending beli xiaomi langsung di mistore,neutral
@_elshamo_,spechless terimakasih gtid sudah buat event menyatukan cokmus rindu cokmus di youtube terwujudkan bacooottttt,positive
@Ide2gue,kabarnya starlink ini sedang menguji fitur direct to cell bisa jadi nanti akan ada operator gsm starlink atau mereka kerjasama dengan operator lokal yang sinyalnya gaspoll ke seluruh penjuru bumi mungkin saja akan ada esim starlink yang aktif terus pay as you use no contract tambah mantap,positive
@erlanggahadinata5543,wkwkwk pas banget gw kemarin baru beli itu kopi serenceng tp kayanya ga cocok untuk gw rasanha,positive
@bastianlee-px1vy,full aibbbuurriiizzzz sangat di sayangkan ngasih rekomendasi barang burqqq kayangitu,negative
@Kapaxz_cik,bg rekomendasi kamera buat cinematicvloging,positive
@randallubhay3899,aphaa gratis ongkiiirr kepala nganguk,neutral
@KajianSemarangTV,dah lama ga liat david happy,negative
@agusta8982,puas pakai huawei watch baterai nya awet banget dan modelnya keren,positive
@respatifebrianto6612,reviewer terjujur tidak sia subs bang david,positive
@mgalihk,kita lihat juara suci rakit pc,neutral
@DickyArmayoga,keren bang david baru request starlink kemaren langsung di review,positive
@preslybee5429,thanks banget anak muda krn rajin nonton video pencerahan anak muda ini kami sekeluarga jd terhindar dari modus penipuan,positive
@arifmutia,mantap biar telkomsel telkom gak sombongseenaknya pasang harga,positive
@arvenchebonx,review paling kocak dah,positive
@andirezamustafa4096,pas bang david buka settings langsung teringat dengan tampilan dari asus zenfone go haha,neutral
@kurnia_nugraha,untuk channel sebesar ini seharusnya lebih mengedukasi viewer bukan hanya konten merekomendasikan hal yang banyak peminat dan mungkin malah merugikan viewer yang suka telan informasi mentah mentah,negative
@leviachan440,tangannya bang david tremor,positive
@zutoturu1177,asik menit,positive
@alessyah2438,itu kayaknya buletan speaker deh bang,negative
