author,text,label,text_clean,text_tokenized,text_cleaned_slang,text_cleaned_stopword,text_stemmed_mps,text_lemmatized_nlp-id
@galangpermadi7534,intinya kalau ada brand yang di kawein berarti tuh brand sangat terkenal seketika saya nnton video ini mesti naikin kualitas videonya dan nerangin layar hp penasaran ngelegnya ngalahin zenfone c saya dulu,negative,intinya kalau ada brand yang di kawein berarti tuh brand sangat terkenal seketika saya nnton video ini mesti naikin kualitas videonya dan nerangin layar hp penasaran ngelegnya ngalahin zenfone c saya dulu,"['intinya', 'kalau', 'ada', 'brand', 'yang', 'di', 'kawein', 'berarti', 'tuh', 'brand', 'sangat', 'terkenal', 'seketika', 'saya', 'nnton', 'video', 'ini', 'mesti', 'naikin', 'kualitas', 'videonya', 'dan', 'nerangin', 'layar', 'hp', 'penasaran', 'ngelegnya', 'ngalahin', 'zenfone', 'c', 'saya', 'dulu']","['intinya', 'kalau', 'ada', 'brand', 'yang', 'di', 'kawein', 'berarti', 'tuh', 'brand', 'sangat', 'terkenal', 'seketika', 'saya', 'menonton', 'video', 'ini', 'mesti', 'naikin', 'kualitas', 'videonya', 'dan', 'nerangin', 'layar', 'hp', 'penasaran', 'ngelegnya', 'mengalahkan', 'zenfone', 'sih', 'saya', 'dulu']","['intinya', 'brand', 'kawein', 'tuh', 'brand', 'terkenal', 'menonton', 'video', 'mesti', 'naikin', 'kualitas', 'videonya', 'nerangin', 'layar', 'hp', 'penasaran', 'ngelegnya', 'mengalahkan', 'zenfone', 'sih']",inti brand kawi itu brand kenal tonton video mesti naik kualitas video terang layar hp penasaran legu alah zenfone sih,"['inti', 'brand', 'kawein', 'tuh', 'brand', 'kenal', 'tonton', 'video', 'mesti', 'naikin', 'kualitas', 'video', 'nerangin', 'layar', 'hp', 'penasaran', 'ngelegnya', 'kalah', 'zenfone', 'sih']"
@karmaganda1011,the real kudet tech collab sama orang yang emang awam dan kudet beneran sama rakit pc,negative,the real kudet tech collab sama orang yang emang awam dan kudet beneran sama rakit pc,"['the', 'real', 'kudet', 'tech', 'collab', 'sama', 'orang', 'yang', 'emang', 'awam', 'dan', 'kudet', 'beneran', 'sama', 'rakit', 'pc']","['the', 'real', 'kudet', 'tech', 'collab', 'sama', 'orang', 'yang', 'memang', 'awam', 'dan', 'kudet', 'benaran', 'sama', 'rakit', 'pc']","['the', 'real', 'kudet', 'tech', 'collab', 'awam', 'kudet', 'benaran', 'rakit', 'pc']",the real kudet tech collab awam kudet benar rakit pc,"['the', 'real', 'kudet', 'tech', 'collab', 'awam', 'kudet', 'benar', 'rakit', 'pc']"
@zulkarnainbejox6573,respect bangett ketika kasih tau channel nanangmrk sukses terus bang,positive,hormat bangett ketika kasih tau channel nanangmrk sukses terus bang,"['hormat', 'bangett', 'ketika', 'kasih', 'tau', 'channel', 'nanangmrk', 'sukses', 'terus', 'bang']","['hormat', 'banget', 'ketika', 'kasih', 'tau', 'channel', 'nanangmrk', 'sukses', 'terus', 'bang']","['hormat', 'banget', 'kasih', 'tau', 'channel', 'nanangmrk', 'sukses', 'bang']",hormat banget kasih tau channel mentangur sukses bang,"['hormat', 'banget', 'kasih', 'tau', 'channel', 'nanangmrk', 'sukses', 'bang']"
@mustapabangka5710,yg paling saya sukamas davit kalau unboxing selalu jujur tidak  ada yang di tutup tutupi salutmasdari pertama saya punya hp jadul samsung dooosmantap,positive,yg paling saya sukamas davit kalau unboxing selalu jujur tidak ada yang di tutup tutupi salutmasdari pertama saya punya hp jadul samsung dooosmantap,"['yg', 'paling', 'saya', 'sukamas', 'davit', 'kalau', 'unboxing', 'selalu', 'jujur', 'tidak', 'ada', 'yang', 'di', 'tutup', 'tutupi', 'salutmasdari', 'pertama', 'saya', 'punya', 'hp', 'jadul', 'samsung', 'dooosmantap']","['yang', 'paling', 'saya', 'sukamas', 'davit', 'kalau', 'unboxing', 'selalu', 'jujur', 'tidak', 'ada', 'yang', 'di', 'tutup', 'tutupi', 'salutmasdari', 'pertama', 'saya', 'punya', 'hp', 'jadul', 'samsung', 'dooosmantap']","['sukamas', 'davit', 'unboxing', 'jujur', 'tutup', 'tutupi', 'salutmasdari', 'hp', 'jadul', 'samsung', 'dooosmantap']",sukamas davit unboxing jujur tutup tutup salada hp jadul samsung dooosmantap,"['sukamas', 'davit', 'unboxing', 'jujur', 'tutup', 'tutup', 'salutmasdari', 'hp', 'jadul', 'samsung', 'dooosmantap']"
@anxa96,kata cokslim kalo mereka comebackpertama kali mereka ada di podcast deddy corbuzier,neutral,kata cokslim kalo mereka comebackpertama kali mereka ada di podcast deddy corbuzier,"['kata', 'cokslim', 'kalo', 'mereka', 'comebackpertama', 'kali', 'mereka', 'ada', 'di', 'podcast', 'deddy', 'corbuzier']","['kata', 'cokslim', 'kalo', 'mereka', 'comebackpertama', 'kali', 'mereka', 'ada', 'di', 'podcast', 'deddy', 'corbuzier']","['cokslim', 'kalo', 'comebackpertama', 'podcast', 'deddy', 'corbuzier']",cokslim kalau comebackpertama podcast deddy corbuzier,"['cokslim', 'kalo', 'comebackpertama', 'podcast', 'deddy', 'corbuzier']"
@Narxene,bisa jadi bisnis ni moga lancar lah kalo jadiin bisnis v,positive,bisa jadi bisnis ni moga lancar lah kalo jadiin bisnis v,"['bisa', 'jadi', 'bisnis', 'ni', 'moga', 'lancar', 'lah', 'kalo', 'jadiin', 'bisnis', 'v']","['bisa', 'jadi', 'bisnis', 'ini', 'moga', 'lancar', 'lah', 'kalo', 'jadikan', 'bisnis', 'v']","['bisnis', 'moga', 'lancar', 'kalo', 'jadikan', 'bisnis']",bisnis moga lancar kalau jadi bisnis,"['bisnis', 'moga', 'lancar', 'kalo', 'jadi', 'bisnis']"
@CalvinJoo4513,gk ada mending nya menurut gw diantara kata bang david soal ini saya lebih rekomin anda mending kalian beli hdc nya kalau mau susah lebih better nyari hp second sekalian kalau begitu mh terlebih hdc satu jutaan,negative,gk ada mending nya menurut gw diantara kata bang david soal ini saya lebih rekomin anda mending kalian beli hdc nya kalau mau susah lebih baik nyari hp second sekalian kalau begitu mh terutama hdc satu jutaan,"['gk', 'ada', 'mending', 'nya', 'menurut', 'gw', 'diantara', 'kata', 'bang', 'david', 'soal', 'ini', 'saya', 'lebih', 'rekomin', 'anda', 'mending', 'kalian', 'beli', 'hdc', 'nya', 'kalau', 'mau', 'susah', 'lebih', 'baik', 'nyari', 'hp', 'second', 'sekalian', 'kalau', 'begitu', 'mh', 'terutama', 'hdc', 'satu', 'jutaan']","['enggak', 'ada', 'mending', 'nya', 'menurut', 'gue', 'diantara', 'kata', 'bang', 'david', 'soal', 'ini', 'saya', 'lebih', 'rekomin', 'anda', 'mending', 'kalian', 'beli', 'hdc', 'nya', 'kalau', 'mau', 'susah', 'lebih', 'baik', 'mencari', 'hp', 'second', 'sekalian', 'kalau', 'begitu', 'mah', 'terutama', 'hdc', 'satu', 'jutaan']","['mending', 'gue', 'bang', 'david', 'rekomin', 'mending', 'beli', 'hdc', 'susah', 'mencari', 'hp', 'second', 'mah', 'hdc', 'jutaan']",mending gue bang david rekam mending beli hdc susah cari hp cond mah hdc juta,"['mending', 'gue', 'bang', 'david', 'rekomin', 'mending', 'beli', 'hdc', 'susah', 'cari', 'hp', 'second', 'mah', 'hdc', 'juta']"
@ntavslynx8897,saya bang abis beli sony xz dapet casannya warna item no merk dan tulisan tulisan tapi berat pas di cas alhamdulillah dapet watt  cepat  charging,positive,saya bang abis beli sony xz dapet casannya warna item no merk dan tulisan tulisan tapi berat pas di cas alhamdulillah dapet watt cepat charger,"['saya', 'bang', 'abis', 'beli', 'sony', 'xz', 'dapet', 'casannya', 'warna', 'item', 'no', 'merk', 'dan', 'tulisan', 'tulisan', 'tapi', 'berat', 'pas', 'di', 'cas', 'alhamdulillah', 'dapet', 'watt', 'cepat', 'charger']","['saya', 'bang', 'habis', 'beli', 'sony', 'xz', 'dapat', 'casannya', 'warna', 'item', 'no', 'merk', 'dan', 'tulisan', 'tulisan', 'tapi', 'berat', 'pas', 'di', 'cas', 'alhamdulillah', 'dapat', 'watt', 'cepat', 'charger']","['bang', 'habis', 'beli', 'sony', 'xz', 'casannya', 'warna', 'item', 'no', 'merk', 'tulisan', 'tulisan', 'berat', 'pas', 'cas', 'alhamdulillah', 'watt', 'cepat', 'charger']",bang habis beli sony xz cas warna item no memek tulis tulis berat pas cas alhamdulillah watt cepat charger,"['bang', 'habis', 'beli', 'sony', 'xz', 'cas', 'warna', 'item', 'no', 'merk', 'tulis', 'tulis', 'berat', 'pas', 'cas', 'alhamdulillah', 'watt', 'cepat', 'charger']"
@faqih.fathan,maju terus karya luar negri konoha akan prindapan pada waktunya,neutral,maju terus karya luar negri konoha akan prindapan pada waktunya,"['maju', 'terus', 'karya', 'luar', 'negri', 'konoha', 'akan', 'prindapan', 'pada', 'waktunya']","['maju', 'terus', 'karya', 'luar', 'negeri', 'konoha', 'akan', 'prindapan', 'pada', 'waktunya']","['maju', 'karya', 'negeri', 'konoha', 'prindapan']",maju karya negeri konoha indap,"['maju', 'karya', 'negeri', 'konoha', 'prindapan']"
@nandafajriana294,coba review hp rekondisi bang david dari brand oppa banyak tuh banyak dijual onlin mulai harga contoh aas dkk,neutral,coba review hp rekondisi bang david dari brand oppa banyak tuh banyak dijual onlin mulai harga contoh aas dkk,"['coba', 'review', 'hp', 'rekondisi', 'bang', 'david', 'dari', 'brand', 'oppa', 'banyak', 'tuh', 'banyak', 'dijual', 'onlin', 'mulai', 'harga', 'contoh', 'aas', 'dkk']","['coba', 'review', 'hp', 'rekondisi', 'bang', 'david', 'dari', 'brand', 'oppa', 'banyak', 'tuh', 'banyak', 'dijual', 'onlin', 'mulai', 'harga', 'contoh', 'aas', 'dkk']","['coba', 'review', 'hp', 'rekondisi', 'bang', 'david', 'brand', 'oppa', 'tuh', 'dijual', 'onlin', 'harga', 'contoh', 'aas', 'dkk']",coba review hp mekanis bang david brand oppa itu jual ong harga contoh aas dkk,"['coba', 'review', 'hp', 'rekondisi', 'bang', 'david', 'brand', 'oppa', 'tuh', 'jual', 'onlin', 'harga', 'contoh', 'aas', 'dkk']"
@BM-wt3po,klo mereka pd dengan brandnya besar kemungkinan sukses karena bnyak orang yang masih butuh hp murah,positive,klo mereka pd dengan brandnya kemungkinan besar sukses karena bnyak orang yang masih membutuhkan hp murah,"['klo', 'mereka', 'pd', 'dengan', 'brandnya', 'kemungkinan', 'besar', 'sukses', 'karena', 'bnyak', 'orang', 'yang', 'masih', 'membutuhkan', 'hp', 'murah']","['kalo', 'mereka', 'pada', 'dengan', 'brandnya', 'kemungkinan', 'besar', 'sukses', 'karena', 'banyak', 'orang', 'yang', 'masih', 'membutuhkan', 'hp', 'murah']","['kalo', 'brandnya', 'sukses', 'membutuhkan', 'hp', 'murah']",kalau brand sukses butuh hp murah,"['kalo', 'brandnya', 'sukses', 'butuh', 'hp', 'murah']"
@infojatim7422,ini review yang apa adanya kalo menurut saya semoga bermanfaat bagi semuanya dan sukses selalu bang,positive,ini review yang apa adanya kalo menurut saya semoga bermanfaat bagi semuanya dan sukses selalu bang,"['ini', 'review', 'yang', 'apa', 'adanya', 'kalo', 'menurut', 'saya', 'semoga', 'bermanfaat', 'bagi', 'semuanya', 'dan', 'sukses', 'selalu', 'bang']","['ini', 'review', 'yang', 'apa', 'adanya', 'kalo', 'menurut', 'saya', 'semoga', 'bermanfaat', 'bagi', 'semuanya', 'dan', 'sukses', 'selalu', 'bang']","['review', 'kalo', 'semoga', 'bermanfaat', 'sukses', 'bang']",review kalau moga manfaat sukses bang,"['review', 'kalo', 'moga', 'manfaat', 'sukses', 'bang']"
@diosankan7797,sangat menghibur koh sering review hp spek dewa prank,positive,sangat menghibur koh sering review hp spek dewa prank,"['sangat', 'menghibur', 'koh', 'sering', 'review', 'hp', 'spek', 'dewa', 'prank']","['sangat', 'menghibur', 'koh', 'sering', 'review', 'hp', 'spek', 'dewa', 'prank']","['menghibur', 'koh', 'review', 'hp', 'spek', 'dewa', 'prank']",hibur koh review hp spek dewa prank,"['hibur', 'koh', 'review', 'hp', 'spek', 'dewa', 'prank']"
@gunawanjarot2005,bang bandingin dengan hape jtan juga sama brand lain seperti samsung a core realme c biar orang bisa melek ada harga ada kualitas,positive,bang bandingin dengan hape jtan juga sama merk lain seperti samsung a core realme c biar orang bisa melek ada harga ada kualitas,"['bang', 'bandingin', 'dengan', 'hape', 'jtan', 'juga', 'sama', 'merk', 'lain', 'seperti', 'samsung', 'a', 'core', 'realme', 'c', 'biar', 'orang', 'bisa', 'melek', 'ada', 'harga', 'ada', 'kualitas']","['bang', 'bandingkan', 'dengan', 'hape', 'jtan', 'juga', 'sama', 'merk', 'lain', 'seperti', 'samsung', 'a', 'core', 'realme', 'sih', 'biar', 'orang', 'bisa', 'melek', 'ada', 'harga', 'ada', 'kualitas']","['bang', 'bandingkan', 'hape', 'jtan', 'merk', 'samsung', 'core', 'realme', 'sih', 'biar', 'melek', 'harga', 'kualitas']",bang banding hape utan memek samsung core realme sih biar melek harga kualitas,"['bang', 'banding', 'hape', 'jtan', 'merk', 'samsung', 'core', 'realme', 'sih', 'biar', 'melek', 'harga', 'kualitas']"
@sumono712,bang review meme teknologi lagi dong hehe,positive,bang review meme teknologi lagi dong hehe,"['bang', 'review', 'meme', 'teknologi', 'lagi', 'dong', 'hehe']","['bang', 'review', 'meme', 'teknologi', 'lagi', 'dong', 'hehe']","['bang', 'review', 'meme', 'teknologi', 'hehe']",bang review sememeh teknologi hehe,"['bang', 'review', 'meme', 'teknologi', 'hehe']"
@Ryudark,gw akuin keren lu bro mau review barang yang cheap tp worth semoga cepat naek gw like subscribe lu bro,positive,gw akuin keren lu bro mau review barang yang murah tp worth semoga cepat naek gw like subscribe lu bro,"['gw', 'akuin', 'keren', 'lu', 'bro', 'mau', 'review', 'barang', 'yang', 'murah', 'tp', 'worth', 'semoga', 'cepat', 'naek', 'gw', 'like', 'subscribe', 'lu', 'bro']","['gue', 'akuin', 'keren', 'lu', 'bro', 'mau', 'review', 'barang', 'yang', 'murah', 'tapi', 'worth', 'semoga', 'cepat', 'naik', 'gue', 'like', 'subscribe', 'lu', 'bro']","['gue', 'akuin', 'keren', 'lu', 'bro', 'review', 'barang', 'murah', 'worth', 'semoga', 'cepat', 'gue', 'like', 'subscribe', 'lu', 'bro']",gue aku keren lu bro review barang murah worth moga cepat gue like subscribe lu bro,"['gue', 'akuin', 'keren', 'lu', 'bro', 'review', 'barang', 'murah', 'worth', 'moga', 'cepat', 'gue', 'like', 'subscribe', 'lu', 'bro']"
@eaaa3260,njir tersepir,negative,njir tersepir,"['njir', 'tersepir']","['anjir', 'tersepir']","['anjir', 'tersepir']",anjir sepir,"['anjir', 'sepir']"
@rahmatsetiawan9194,pertama bang,positive,pertama bang,"['pertama', 'bang']","['pertama', 'bang']",['bang'],bang,['bang']
@viewnovmehworld9469,selamat bang david video ini menjadi video terpopuler di channel youtube gadgetin,positive,selamat bang david video ini menjadi video terpopuler di channel youtube gadgetin,"['selamat', 'bang', 'david', 'video', 'ini', 'menjadi', 'video', 'terpopuler', 'di', 'channel', 'youtube', 'gadgetin']","['selamat', 'bang', 'david', 'video', 'ini', 'menjadi', 'video', 'terpopuler', 'di', 'channel', 'youtube', 'gadgetin']","['selamat', 'bang', 'david', 'video', 'video', 'terpopuler', 'channel', 'youtube', 'gadgetin']",selamat bang david video video populer channel youtube garnet,"['selamat', 'bang', 'david', 'video', 'video', 'populer', 'channel', 'youtube', 'gadgetin']"
@imronnormi4880,sukses terus bang bro terima kasih atas review nya semoga tidak ada lagi yang tertipu udah orang artinya sudah jt mereka dapat dari menipu,positive,sukses terus bang bro terima kasih atas review nya semoga tidak ada lagi yang tertipu udah orang artinya sudah jt mereka dapat dari menipu,"['sukses', 'terus', 'bang', 'bro', 'terima', 'kasih', 'atas', 'review', 'nya', 'semoga', 'tidak', 'ada', 'lagi', 'yang', 'tertipu', 'udah', 'orang', 'artinya', 'sudah', 'jt', 'mereka', 'dapat', 'dari', 'menipu']","['sukses', 'terus', 'bang', 'bro', 'terima', 'kasih', 'atas', 'review', 'nya', 'semoga', 'tidak', 'ada', 'lagi', 'yang', 'tertipu', 'sudah', 'orang', 'artinya', 'sudah', 'juta', 'mereka', 'dapat', 'dari', 'menipu']","['sukses', 'bang', 'bro', 'terima', 'kasih', 'review', 'semoga', 'tertipu', 'juta', 'menipu']",sukses bang bro terima kasih review moga tipu juta tipu,"['sukses', 'bang', 'bro', 'terima', 'kasih', 'review', 'moga', 'tipu', 'juta', 'tipu']"
@lestarisimangunsong1494,baru kali ini bang david terlihat sangat emosional apalagi pas bilang nggak ada harga dirinya,negative,baru kali ini bang david terlihat sangat emosional apalagi pas bilang tidak ada harga dirinya,"['baru', 'kali', 'ini', 'bang', 'david', 'terlihat', 'sangat', 'emosional', 'apalagi', 'pas', 'bilang', 'tidak', 'ada', 'harga', 'dirinya']","['baru', 'kali', 'ini', 'bang', 'david', 'terlihat', 'sangat', 'emosional', 'apalagi', 'pas', 'bilang', 'tidak', 'ada', 'harga', 'dirinya']","['bang', 'david', 'emosional', 'pas', 'bilang', 'harga']",bang david emosional pas bilang harga,"['bang', 'david', 'emosional', 'pas', 'bilang', 'harga']"
@Aufarihaydan,bukin konten lucuan jadiin hp hdc buat daily driver bang wkwk,negative,bukan konten lucuan jadiin hp hdc buat daily driver bang wkwk,"['bukan', 'konten', 'lucuan', 'jadiin', 'hp', 'hdc', 'buat', 'daily', 'driver', 'bang', 'wkwk']","['bukan', 'konten', 'lucuan', 'jadikan', 'hp', 'hdc', 'buat', 'daily', 'driver', 'bang', 'wkwk']","['konten', 'lucuan', 'jadikan', 'hp', 'hdc', 'daily', 'driver', 'bang', 'wkwk']",kontan lucu jadi hp hdc daily driver bang wkwk,"['konten', 'lucu', 'jadi', 'hp', 'hdc', 'daily', 'driver', 'bang', 'wkwk']"
@bimocaisar5781,nah ini yang aku tunggu tungguuuterimakasih om,neutral,nah ini yang aku tunggu tungguuuterimakasih om,"['nah', 'ini', 'yang', 'aku', 'tunggu', 'tungguuuterimakasih', 'om']","['nah', 'ini', 'yang', 'aku', 'tunggu', 'tungguuuterimakasih', 'om']","['tunggu', 'tungguuuterimakasih', 'om']",tunggu tungguuuterimakasih om,"['tunggu', 'tungguuuterimakasih', 'om']"
@algoritmatv,pada ga nyambung pada komentar monitor ga di itung yaiyalah kan dia bilang rakit pc bukan rakit paket komputer siap pake hadeuh susah ama netizen ada juga yang belum di sebutin itu kabel sata karena ga pernah di itung di setiap episode nya,negative,pada ga nyambung pada komentar monitor ga di itung yaiyalah kan dia bilang rakit pc bukan rakit paket komputer siap pake hadeuh susah ama netizen ada juga yang belum di sebutin itu kabel sata karena ga pernah di itung di setiap episode nya,"['pada', 'ga', 'nyambung', 'pada', 'komentar', 'monitor', 'ga', 'di', 'itung', 'yaiyalah', 'kan', 'dia', 'bilang', 'rakit', 'pc', 'bukan', 'rakit', 'paket', 'komputer', 'siap', 'pake', 'hadeuh', 'susah', 'ama', 'netizen', 'ada', 'juga', 'yang', 'belum', 'di', 'sebutin', 'itu', 'kabel', 'sata', 'karena', 'ga', 'pernah', 'di', 'itung', 'di', 'setiap', 'episode', 'nya']","['pada', 'enggak', 'menyambung', 'pada', 'komentar', 'monitor', 'enggak', 'di', 'itung', 'yaiyalah', 'kan', 'dia', 'bilang', 'rakit', 'pc', 'bukan', 'rakit', 'paket', 'komputer', 'siap', 'pakai', 'aduh', 'susah', 'sama', 'netizen', 'ada', 'juga', 'yang', 'belum', 'di', 'sebutin', 'itu', 'kabel', 'sata', 'karena', 'enggak', 'pernah', 'di', 'itung', 'di', 'setiap', 'episode', 'nya']","['menyambung', 'komentar', 'monitor', 'itung', 'yaiyalah', 'bilang', 'rakit', 'pc', 'rakit', 'paket', 'komputer', 'pakai', 'aduh', 'susah', 'netizen', 'sebutin', 'kabel', 'sata', 'itung', 'episode']",sambung komentar monitor itung yaiyalah bilang rakit pc rakit paket komputer pakai aduh susah mentimun sebut kabel sata itung episode,"['sambung', 'komentar', 'monitor', 'itung', 'yaiyalah', 'bilang', 'rakit', 'pc', 'rakit', 'paket', 'komputer', 'pakai', 'aduh', 'susah', 'netizen', 'sebutin', 'kabel', 'sata', 'itung', 'episode']"
@memobirojbr9017,saya suka wise old sayings di akhir vidio  bagus  job mas,positive,saya suka katakata bijak lama di akhir video bagus pekerjaan mas,"['saya', 'suka', 'katakata', 'bijak', 'lama', 'di', 'akhir', 'video', 'bagus', 'pekerjaan', 'mas']","['saya', 'suka', 'katakata', 'bijak', 'lama', 'di', 'akhir', 'video', 'bagus', 'pekerjaan', 'mas']","['suka', 'katakata', 'bijak', 'video', 'bagus', 'pekerjaan', 'mas']",suka katakata bijak video bagus pekerti mas,"['suka', 'katakata', 'bijak', 'video', 'bagus', 'kerja', 'mas']"
@BlackliztFelixErik,masyarakat awam yang gampang keblinger perlu diedukasi ada harga ada rupa itu nyata kasian kalo ketipu,negative,masyarakat awam yang mudah keblinger perlu diedukasi ada harga ada rupa itu nyata kasian kalo ketipu,"['masyarakat', 'awam', 'yang', 'mudah', 'keblinger', 'perlu', 'diedukasi', 'ada', 'harga', 'ada', 'rupa', 'itu', 'nyata', 'kasian', 'kalo', 'ketipu']","['masyarakat', 'awam', 'yang', 'mudah', 'keblinger', 'perlu', 'diedukasi', 'ada', 'harga', 'ada', 'rupa', 'itu', 'nyata', 'kasihan', 'kalo', 'tertipu']","['masyarakat', 'awam', 'mudah', 'keblinger', 'diedukasi', 'harga', 'kasihan', 'kalo', 'tertipu']",masyarakat awam mudah keblinger edukasi harga kasihan kalau tipu,"['masyarakat', 'awam', 'mudah', 'keblinger', 'edukasi', 'harga', 'kasihan', 'kalo', 'tipu']"
